id,year,stint,team,lg,g,ab,r,h,X2b,X3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp,batting_average
simmocu01,1959,1,PHI,NL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
slaugen01,1959,2,ML1,NL,11,18,0,3,0,0,0,1.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
snidedu01,1959,1,LAN,NL,126,370,59,114,11,2,23,88.0,1.0,5.0,58,71.0,13.0,0.0,5.0,2.0,8.0,0.3081081081081081
spahnwa01,1959,1,ML1,NL,40,104,11,24,1,0,2,8.0,0.0,0.0,3,28.0,0.0,0.0,1.0,4.0,2.0,0.23076923076923078
tayloto02,1959,1,CHN,NL,150,624,96,175,30,8,8,38.0,23.0,9.0,45,86.0,0.0,6.0,6.0,7.0,8.0,0.28044871794871795
thomafr03,1959,1,CIN,NL,108,374,41,84,18,2,12,47.0,0.0,2.0,27,56.0,6.0,3.0,2.0,6.0,13.0,0.22459893048128343
thomsbo01,1959,1,CHN,NL,122,374,55,97,15,2,11,52.0,1.0,0.0,35,50.0,6.0,2.0,2.0,5.0,9.0,0.25935828877005346
vernomi01,1959,1,ML1,NL,74,91,8,20,4,0,3,14.0,0.0,0.0,7,20.0,1.0,1.0,0.0,0.0,2.0,0.21978021978021978
willibi01,1959,1,CHN,NL,18,33,0,5,0,1,0,2.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,2.0,0.15151515151515152
willist02,1959,1,LAN,NL,35,36,3,7,0,0,0,3.0,0.0,0.0,3,15.0,0.0,0.0,1.0,0.0,1.0,0.19444444444444445
willsma01,1959,1,LAN,NL,83,242,27,63,5,2,0,7.0,7.0,3.0,13,27.0,5.0,0.0,3.0,0.0,3.0,0.2603305785123967
worthal01,1959,1,SFN,NL,42,13,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
abernte02,1960,1,WS1,AL,2,1,1,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
adairje01,1960,1,BAL,AL,3,5,1,1,0,0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
aguirha01,1960,1,DET,AL,37,28,0,1,0,0,0,0.0,0.0,0.0,0,19.0,0.0,0.0,2.0,0.0,0.0,0.03571428571428571
aparilu01,1960,1,CHA,AL,153,600,86,166,20,7,2,61.0,51.0,8.0,43,39.0,3.0,1.0,20.0,6.0,12.0,0.27666666666666667
barbest01,1960,1,BAL,AL,36,54,1,3,0,0,0,1.0,0.0,0.0,5,32.0,0.0,0.0,4.0,0.0,0.0,0.05555555555555555
berrayo01,1960,1,NYA,AL,120,359,46,99,14,1,15,62.0,2.0,1.0,38,23.0,6.0,3.0,0.0,4.0,11.0,0.2757660167130919
boonera01,1960,2,BOS,AL,34,78,6,16,1,0,1,11.0,0.0,0.0,11,15.0,0.0,0.0,0.0,1.0,2.0,0.20512820512820512
boyercl02,1960,1,NYA,AL,124,393,54,95,20,1,14,46.0,2.0,3.0,23,85.0,1.0,3.0,7.0,5.0,7.0,0.24173027989821882
brownha01,1960,1,BAL,AL,30,44,5,8,2,0,0,3.0,0.0,0.0,8,8.0,0.0,1.0,5.0,0.0,0.0,0.18181818181818182
brunege01,1960,1,KC1,AL,3,3,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
bunniji01,1960,1,DET,AL,38,81,2,13,1,0,0,4.0,0.0,2.0,3,22.0,0.0,0.0,8.0,1.0,1.0,0.16049382716049382
busbyji01,1960,1,BOS,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
busbyji01,1960,2,BAL,AL,79,159,25,41,7,1,0,12.0,2.0,3.0,20,14.0,1.0,0.0,4.0,0.0,4.0,0.2578616352201258
cashno01,1960,1,DET,AL,121,353,64,101,16,3,18,63.0,4.0,2.0,65,58.0,1.0,6.0,0.0,4.0,0.0,0.28611898016997167
cervbo01,1960,1,KC1,AL,23,78,14,20,1,1,6,12.0,0.0,0.0,10,17.0,1.0,0.0,0.0,1.0,2.0,0.2564102564102564
cervbo01,1960,2,NYA,AL,87,216,32,54,11,1,8,28.0,0.0,0.0,30,36.0,2.0,3.0,0.0,0.0,6.0,0.25
clinety01,1960,1,CLE,AL,7,26,2,8,1,1,0,2.0,0.0,0.0,0,4.0,0.0,0.0,1.0,0.0,1.0,0.3076923076923077
colavro01,1960,1,DET,AL,145,555,67,138,18,1,35,87.0,3.0,6.0,53,80.0,4.0,4.0,1.0,3.0,17.0,0.24864864864864866
donovdi01,1960,1,CHA,AL,33,23,3,3,1,0,0,2.0,0.0,0.0,1,13.0,0.0,1.0,0.0,0.0,0.0,0.13043478260869565
dropowa01,1960,1,BAL,AL,79,179,16,48,8,0,4,21.0,0.0,1.0,20,19.0,0.0,1.0,0.0,1.0,9.0,0.2681564245810056
foileha01,1960,1,KC1,AL,6,7,1,4,0,0,0,1.0,0.0,0.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714
foileha01,1960,2,CLE,AL,24,68,9,19,1,0,1,6.0,0.0,0.0,7,5.0,0.0,0.0,1.0,0.0,0.0,0.27941176470588236
foileha01,1960,3,DET,AL,26,56,5,14,3,0,0,3.0,1.0,0.0,1,8.0,1.0,0.0,4.0,0.0,2.0,0.25
fordwh01,1960,1,NYA,AL,33,53,4,8,2,0,0,3.0,0.0,0.0,9,14.0,0.0,0.0,4.0,0.0,0.0,0.1509433962264151
fornimi01,1960,1,BOS,AL,70,15,2,6,0,0,0,1.0,0.0,0.0,0,3.0,0.0,0.0,2.0,0.0,0.0,0.4
foxne01,1960,1,CHA,AL,150,605,85,175,24,10,2,59.0,2.0,4.0,50,13.0,2.0,10.0,14.0,5.0,11.0,0.2892561983471074
francti01,1960,1,CLE,AL,147,544,84,159,36,2,17,79.0,4.0,1.0,67,67.0,7.0,5.0,3.0,5.0,11.0,0.2922794117647059
freesge02,1960,1,CHA,AL,127,455,60,124,32,6,17,79.0,10.0,6.0,29,65.0,2.0,1.0,8.0,8.0,15.0,0.2725274725274725
garvene01,1960,1,KC1,AL,28,27,2,2,1,0,0,0.0,0.0,0.0,3,4.0,0.0,0.0,4.0,0.0,0.0,0.07407407407407407
ginsbjo01,1960,1,BAL,AL,14,30,3,8,1,0,0,6.0,0.0,0.0,6,1.0,1.0,0.0,1.0,0.0,1.0,0.26666666666666666
ginsbjo01,1960,2,CHA,AL,28,75,8,19,4,0,0,9.0,1.0,0.0,10,8.0,0.0,1.0,1.0,1.0,1.0,0.25333333333333335
goodmbi01,1960,1,CHA,AL,30,77,5,18,4,0,0,6.0,0.0,0.0,12,8.0,1.0,0.0,0.0,0.0,2.0,0.23376623376623376
grantmu01,1960,1,CLE,AL,47,57,8,16,2,0,0,6.0,0.0,1.0,1,9.0,0.0,0.0,1.0,2.0,1.0,0.2807017543859649
greenle01,1960,1,WS1,AL,127,330,62,97,16,7,5,33.0,21.0,8.0,43,25.0,4.0,6.0,6.0,2.0,5.0,0.29393939393939394
grothjo01,1960,1,DET,AL,25,19,3,7,1,0,0,2.0,0.0,1.0,3,1.0,0.0,0.0,1.0,0.0,0.0,0.3684210526315789
halldi01,1960,1,KC1,AL,32,56,5,6,0,0,0,4.0,1.0,0.0,4,15.0,0.0,0.0,8.0,0.0,0.0,0.10714285714285714
hansero02,1960,1,BAL,AL,153,530,72,135,22,5,22,86.0,3.0,3.0,69,94.0,5.0,2.0,1.0,2.0,18.0,0.25471698113207547
heldwo01,1960,1,CLE,AL,109,376,45,97,15,1,21,67.0,0.0,1.0,44,73.0,5.0,5.0,3.0,2.0,5.0,0.2579787234042553
herbera01,1960,1,KC1,AL,37,76,5,13,3,0,0,7.0,0.0,0.0,7,16.0,0.0,0.0,9.0,0.0,1.0,0.17105263157894737
hoeftbi01,1960,1,BAL,AL,19,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
howarel01,1960,1,NYA,AL,107,323,29,79,11,3,6,39.0,3.0,0.0,28,43.0,7.0,0.0,2.0,8.0,8.0,0.24458204334365324
johnsde01,1960,1,NYA,AL,6,4,0,2,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
johnske02,1960,1,KC1,AL,42,30,2,5,1,0,0,3.0,0.0,0.0,0,11.0,0.0,0.0,3.0,0.0,1.0,0.16666666666666666
kaatji01,1960,1,WS1,AL,13,14,0,2,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
kalinal01,1960,1,DET,AL,147,551,77,153,29,4,15,68.0,19.0,4.0,65,47.0,3.0,3.0,5.0,5.0,18.0,0.2776769509981851
killeha01,1960,1,WS1,AL,124,442,84,122,19,1,31,80.0,1.0,0.0,71,106.0,3.0,1.0,0.0,3.0,10.0,0.27601809954751133
klippjo01,1960,1,CLE,AL,49,14,1,2,0,0,0,0.0,0.0,0.0,1,5.0,0.0,0.0,2.0,0.0,0.0,0.14285714285714285
kluszte01,1960,1,CHA,AL,81,181,20,53,9,0,5,39.0,0.0,1.0,22,10.0,5.0,0.0,0.0,3.0,3.0,0.292817679558011
kuennha01,1960,1,CLE,AL,126,474,65,146,24,0,9,54.0,3.0,0.0,55,25.0,6.0,1.0,4.0,3.0,10.0,0.3080168776371308
labincl01,1960,2,DET,AL,14,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
larsedo01,1960,1,KC1,AL,23,29,3,6,1,0,0,3.0,0.0,0.0,0,11.0,0.0,0.0,0.0,0.0,2.0,0.20689655172413793
laryfr01,1960,1,DET,AL,39,93,11,17,4,1,2,13.0,0.0,0.0,7,32.0,0.0,0.0,8.0,0.0,1.0,0.1827956989247312
lollash01,1960,1,CHA,AL,129,421,43,106,23,0,7,46.0,2.0,0.0,42,39.0,3.0,8.0,5.0,8.0,22.0,0.2517814726840855
mantlmi01,1960,1,NYA,AL,153,527,119,145,17,6,40,94.0,14.0,3.0,111,125.0,6.0,1.0,0.0,5.0,11.0,0.27514231499051234
maxwech01,1960,1,DET,AL,134,482,70,114,16,5,24,81.0,5.0,0.0,58,75.0,6.0,6.0,1.0,2.0,4.0,0.23651452282157676
mcauldi01,1960,1,DET,AL,8,27,2,7,0,1,0,1.0,0.0,0.0,2,6.0,0.0,0.0,0.0,0.0,1.0,0.25925925925925924
minchdo01,1960,1,WS1,AL,27,79,10,19,4,1,2,5.0,0.0,1.0,11,11.0,0.0,0.0,1.0,1.0,5.0,0.24050632911392406
minosmi01,1960,1,CHA,AL,154,591,89,184,32,4,20,105.0,17.0,13.0,52,63.0,2.0,13.0,5.0,9.0,16.0,0.311336717428088
pappami01,1960,1,BAL,AL,30,70,4,3,0,0,1,3.0,0.0,0.0,4,34.0,0.0,0.0,5.0,0.0,0.0,0.04285714285714286
pascuca02,1960,1,WS1,AL,27,51,6,9,3,1,1,8.0,0.0,0.0,5,10.0,0.0,0.0,4.0,0.0,2.0,0.17647058823529413
perryji01,1960,1,CLE,AL,42,91,7,22,2,0,0,5.0,0.0,1.0,1,14.0,0.0,0.0,5.0,1.0,0.0,0.24175824175824176
phillda01,1960,3,BAL,AL,14,34,6,9,2,1,1,5.0,1.0,0.0,4,5.0,0.0,0.0,0.0,0.0,0.0,0.2647058823529412
piercbi02,1960,1,CHA,AL,32,67,4,12,1,0,0,7.0,0.0,0.0,6,14.0,0.0,0.0,3.0,0.0,2.0,0.1791044776119403
piersji01,1960,1,CLE,AL,138,486,70,137,12,4,18,66.0,18.0,5.0,24,38.0,3.0,0.0,8.0,4.0,17.0,0.28189300411522633
powervi01,1960,1,CLE,AL,147,580,69,167,26,3,10,84.0,9.0,5.0,24,20.0,5.0,0.0,14.0,7.0,12.0,0.28793103448275864
ramospe01,1960,1,WS1,AL,53,86,6,10,3,0,2,4.0,0.0,0.0,1,36.0,0.0,0.0,7.0,0.0,0.0,0.11627906976744186
reganph01,1960,1,DET,AL,17,17,0,1,0,0,0,1.0,0.0,0.0,2,7.0,0.0,0.0,1.0,0.0,0.0,0.058823529411764705
ricede01,1960,3,BAL,AL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robinbr01,1960,1,BAL,AL,152,595,74,175,27,9,14,88.0,2.0,2.0,35,49.0,0.0,0.0,13.0,8.0,29.0,0.29411764705882354
shantbo01,1960,1,NYA,AL,43,10,1,1,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,2.0,0.0,0.0,0.1
shawbo01,1960,1,CHA,AL,36,58,4,8,1,0,0,2.0,0.0,0.0,6,12.0,0.0,0.0,7.0,1.0,0.0,0.13793103448275862
sievero01,1960,1,CHA,AL,127,444,87,131,22,0,28,93.0,1.0,1.0,74,69.0,8.0,3.0,0.0,4.0,13.0,0.29504504504504503
skowrbi01,1960,1,NYA,AL,146,538,63,166,34,3,26,91.0,2.0,3.0,38,95.0,2.0,2.0,0.0,6.0,17.0,0.30855018587360594
stalege01,1960,1,CHA,AL,64,17,0,4,0,0,0,3.0,0.0,0.0,2,5.0,0.0,1.0,1.0,1.0,1.0,0.23529411764705882
stobbch01,1960,1,WS1,AL,40,34,0,3,0,0,0,3.0,0.0,0.0,3,11.0,0.0,0.0,1.0,0.0,0.0,0.08823529411764706
sturdto01,1960,1,BOS,AL,40,22,1,4,0,0,0,1.0,0.0,0.0,0,5.0,0.0,0.0,1.0,1.0,1.0,0.18181818181818182
terryra01,1960,1,NYA,AL,35,49,1,6,1,0,0,1.0,0.0,0.0,1,18.0,0.0,0.0,7.0,0.0,2.0,0.12244897959183673
thomsbo01,1960,1,BOS,AL,40,114,12,30,3,1,5,20.0,0.0,1.0,11,15.0,0.0,0.0,0.0,2.0,4.0,0.2631578947368421
thomsbo01,1960,2,BAL,AL,3,6,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
torgeea01,1960,1,CHA,AL,68,57,12,15,2,0,2,9.0,1.0,0.0,21,8.0,2.0,0.0,0.0,0.0,0.0,0.2631578947368421
valoel01,1960,1,NYA,AL,8,5,1,0,0,0,0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
valoel01,1960,2,WS1,AL,76,64,6,18,3,0,0,16.0,0.0,0.0,17,4.0,0.0,1.0,0.0,3.0,2.0,0.28125
wertzvi01,1960,1,BOS,AL,131,443,45,125,22,0,19,103.0,0.0,2.0,37,54.0,4.0,1.0,1.0,5.0,13.0,0.28216704288939054
wilheho01,1960,1,BAL,AL,41,42,1,3,0,0,0,4.0,0.0,0.0,2,14.0,0.0,0.0,3.0,1.0,1.0,0.07142857142857142
willidi02,1960,1,KC1,AL,127,420,47,121,31,0,12,65.0,0.0,0.0,39,68.0,3.0,1.0,1.0,5.0,16.0,0.28809523809523807
willite01,1960,1,BOS,AL,113,310,56,98,15,0,29,72.0,1.0,1.0,75,41.0,7.0,3.0,0.0,2.0,7.0,0.3161290322580645
woodlge01,1960,1,BAL,AL,140,435,68,123,18,3,11,62.0,3.0,0.0,84,40.0,7.0,4.0,3.0,3.0,5.0,0.2827586206896552
worthal01,1960,1,BOS,AL,6,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
worthal01,1960,2,CHA,AL,4,2,1,2,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
wynnea01,1960,1,CHA,AL,36,75,8,15,2,1,1,7.0,0.0,0.0,14,17.0,0.0,1.0,6.0,1.0,0.0,0.2
yosted01,1960,1,DET,AL,143,497,78,129,23,2,14,47.0,5.0,4.0,125,69.0,1.0,8.0,3.0,3.0,11.0,0.2595573440643863
aaronha01,1960,1,ML1,NL,153,590,102,172,20,11,40,126.0,16.0,7.0,60,63.0,13.0,2.0,0.0,12.0,8.0,0.29152542372881357
adcocjo01,1960,1,ML1,NL,138,514,55,153,21,4,25,91.0,2.0,2.0,46,86.0,7.0,1.0,5.0,4.0,13.0,0.29766536964980544
aloufe01,1960,1,SFN,NL,106,322,48,85,17,3,8,44.0,10.0,2.0,16,42.0,1.0,2.0,3.0,4.0,9.0,0.2639751552795031
alouma01,1960,1,SFN,NL,4,3,1,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
ashburi01,1960,1,CHN,NL,151,547,99,159,16,5,0,40.0,16.0,4.0,116,50.0,1.0,1.0,7.0,1.0,4.0,0.2906764168190128
azcuejo01,1960,1,CIN,NL,14,31,1,3,0,0,0,3.0,0.0,1.0,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871
baileed01,1960,1,CIN,NL,133,441,52,115,19,3,13,67.0,1.0,0.0,59,70.0,9.0,2.0,1.0,7.0,9.0,0.26077097505668934
bankser01,1960,1,CHN,NL,156,597,94,162,32,7,41,117.0,1.0,3.0,71,69.0,28.0,4.0,0.0,6.0,14.0,0.271356783919598
bellgu01,1960,1,CIN,NL,143,515,65,135,19,5,12,62.0,4.0,3.0,29,40.0,3.0,1.0,4.0,5.0,7.0,0.2621359223300971
blasido01,1960,1,SFN,NL,136,523,72,123,12,8,2,31.0,14.0,2.0,49,53.0,1.0,2.0,7.0,2.0,4.0,0.23518164435946462
boonera01,1960,1,ML1,NL,7,12,3,3,1,0,0,4.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.25
boyerke01,1960,1,SLN,NL,151,552,95,168,26,10,32,97.0,8.0,7.0,56,77.0,10.0,4.0,0.0,4.0,13.0,0.30434782608695654
breweji01,1960,1,CHN,NL,6,6,0,1,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
brunege01,1960,2,ML1,NL,17,11,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
buhlbo01,1960,1,ML1,NL,36,89,4,14,0,0,0,4.0,0.0,0.0,0,40.0,0.0,0.0,3.0,0.0,2.0,0.15730337078651685
burdele01,1960,1,ML1,NL,46,91,11,16,3,0,2,4.0,0.0,0.0,7,22.0,0.0,1.0,2.0,1.0,2.0,0.17582417582417584
burgesm01,1960,1,PIT,NL,110,337,33,99,15,2,7,39.0,0.0,1.0,35,13.0,12.0,0.0,0.0,4.0,6.0,0.29376854599406527
callijo01,1960,1,PHI,NL,99,288,36,75,11,5,9,30.0,0.0,4.0,45,70.0,2.0,0.0,2.0,0.0,1.0,0.2604166666666667
cardele01,1960,1,CIN,NL,48,142,13,33,2,4,1,12.0,0.0,0.0,6,32.0,0.0,0.0,5.0,0.0,1.0,0.2323943661971831
cardwdo01,1960,1,PHI,NL,5,8,2,2,0,0,2,3.0,0.0,0.0,0,5.0,0.0,0.0,2.0,0.0,0.0,0.25
cardwdo01,1960,2,CHN,NL,33,69,9,14,1,0,3,6.0,1.0,0.0,0,30.0,0.0,0.0,0.0,0.0,1.0,0.2028985507246377
cepedor01,1960,1,SFN,NL,151,569,81,169,36,3,24,96.0,15.0,6.0,34,91.0,9.0,8.0,0.0,4.0,11.0,0.29701230228471004
clemero01,1960,1,PIT,NL,144,570,89,179,22,6,16,94.0,4.0,5.0,39,72.0,4.0,2.0,4.0,5.0,21.0,0.3140350877192982
covinwe01,1960,1,ML1,NL,95,281,25,70,16,1,10,35.0,1.0,2.0,15,37.0,1.0,1.0,0.0,2.0,9.0,0.2491103202846975
crandde01,1960,1,ML1,NL,142,537,81,158,14,1,19,77.0,4.0,6.0,34,36.0,6.0,4.0,9.0,12.0,15.0,0.2942271880819367
darkal01,1960,1,PHI,NL,55,198,29,48,5,1,3,14.0,1.0,1.0,19,14.0,2.0,2.0,2.0,0.0,5.0,0.24242424242424243
darkal01,1960,2,ML1,NL,50,141,16,42,6,2,1,18.0,0.0,0.0,7,13.0,2.0,1.0,0.0,3.0,3.0,0.2978723404255319
davisto02,1960,1,LAN,NL,110,352,43,97,18,1,11,44.0,6.0,2.0,13,35.0,2.0,2.0,3.0,4.0,6.0,0.2755681818181818
daviswi02,1960,1,LAN,NL,22,88,12,28,6,1,2,10.0,3.0,5.0,4,12.0,2.0,0.0,2.0,0.0,1.0,0.3181818181818182
drabomo01,1960,1,CHN,NL,33,6,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
ellswdi01,1960,1,CHN,NL,31,48,3,2,0,0,0,1.0,0.0,0.0,6,30.0,0.0,0.0,6.0,0.0,0.0,0.041666666666666664
facero01,1960,1,PIT,NL,68,17,3,7,1,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,2.0,0.0,0.0,0.4117647058823529
fairlro01,1960,1,LAN,NL,14,37,6,4,0,3,1,3.0,0.0,0.0,7,12.0,0.0,0.0,1.0,0.0,1.0,0.10810810810810811
farretu01,1960,1,PHI,NL,59,15,0,3,1,0,0,2.0,0.0,0.0,1,3.0,0.0,0.0,2.0,0.0,1.0,0.2
fisheed02,1960,1,SFN,NL,3,5,1,3,0,0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.6
floodcu01,1960,1,SLN,NL,140,396,37,94,20,1,8,38.0,0.0,3.0,35,54.0,7.0,4.0,4.0,4.0,12.0,0.23737373737373738
frienbo01,1960,1,PIT,NL,38,88,5,6,1,0,0,3.0,0.0,0.0,6,31.0,0.0,0.0,11.0,0.0,3.0,0.06818181818181818
furilca01,1960,1,LAN,NL,8,10,1,2,0,1,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.2
gibbojo01,1960,1,PIT,NL,27,19,2,4,0,0,0,0.0,0.0,0.0,2,5.0,0.0,0.0,4.0,0.0,0.0,0.21052631578947367
gibsobo01,1960,1,SLN,NL,40,28,4,5,1,0,0,1.0,0.0,0.0,0,7.0,0.0,0.0,1.0,0.0,0.0,0.17857142857142858
gonzato01,1960,1,CIN,NL,39,99,10,21,5,1,3,14.0,1.0,0.0,4,27.0,0.0,1.0,0.0,1.0,2.0,0.21212121212121213
gonzato01,1960,2,PHI,NL,78,241,27,72,17,5,6,33.0,2.0,2.0,11,47.0,0.0,3.0,0.0,0.0,4.0,0.2987551867219917
groatdi01,1960,1,PIT,NL,138,573,85,186,26,4,2,50.0,0.0,2.0,39,35.0,0.0,4.0,12.0,1.0,7.0,0.32460732984293195
haddiha01,1960,1,PIT,NL,29,67,7,17,4,0,0,7.0,0.0,0.0,3,15.0,0.0,0.0,0.0,1.0,1.0,0.2537313432835821
hattogr01,1960,1,CHN,NL,28,38,3,13,0,0,0,7.0,0.0,0.0,2,5.0,1.0,1.0,1.0,1.0,2.0,0.34210526315789475
heganji01,1960,1,CHN,NL,24,43,4,9,2,1,1,5.0,0.0,0.0,1,10.0,0.0,1.0,0.0,0.0,2.0,0.20930232558139536
henrybi01,1960,1,CIN,NL,51,8,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
hodgegi01,1960,1,LAN,NL,101,197,22,39,8,1,8,30.0,0.0,1.0,26,37.0,1.0,1.0,4.0,3.0,5.0,0.19796954314720813
howarfr01,1960,1,LAN,NL,117,448,54,120,15,2,23,77.0,0.0,1.0,32,108.0,1.0,3.0,2.0,2.0,8.0,0.26785714285714285
jacksla01,1960,1,SLN,NL,52,95,10,20,0,1,0,3.0,0.0,0.0,6,21.0,0.0,0.0,5.0,0.0,1.0,0.21052631578947367
joneswi01,1960,1,CIN,NL,79,149,16,40,7,0,3,27.0,1.0,0.0,31,16.0,3.0,0.0,1.0,3.0,2.0,0.2684563758389262
klinero01,1960,1,SLN,NL,34,35,1,5,0,0,0,1.0,0.0,0.0,0,13.0,0.0,0.0,1.0,0.0,1.0,0.14285714285714285
labincl01,1960,1,LAN,NL,13,2,1,1,1,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
labincl01,1960,3,PIT,NL,15,4,0,0,0,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
landrho01,1960,1,SFN,NL,71,190,18,46,10,0,1,20.0,1.0,1.0,23,11.0,2.0,0.0,3.0,2.0,5.0,0.24210526315789474
lauch01,1960,1,ML1,NL,21,53,4,10,2,0,0,2.0,0.0,0.0,6,10.0,1.0,0.0,2.0,0.0,0.0,0.18867924528301888
lawve01,1960,1,PIT,NL,35,94,10,17,5,2,1,7.0,0.0,0.0,2,19.0,0.0,0.0,7.0,1.0,1.0,0.18085106382978725
lockmwh01,1960,1,CIN,NL,21,10,6,2,0,0,1,1.0,0.0,0.0,2,3.0,0.0,1.0,0.0,0.0,1.0,0.2
maricju01,1960,1,SFN,NL,11,31,3,4,0,0,0,1.0,0.0,1.0,3,7.0,0.0,1.0,1.0,0.0,1.0,0.12903225806451613
matheed01,1960,1,ML1,NL,153,548,108,152,19,7,39,124.0,7.0,3.0,111,113.0,3.0,2.0,4.0,6.0,8.0,0.2773722627737226
mayele01,1960,1,ML1,NL,41,83,14,25,6,0,0,2.0,5.0,0.0,7,21.0,2.0,1.0,0.0,1.0,1.0,0.30120481927710846
mayswi01,1960,1,SFN,NL,153,595,107,190,29,12,29,103.0,25.0,10.0,61,70.0,11.0,4.0,0.0,9.0,15.0,0.31932773109243695
mazerbi01,1960,1,PIT,NL,151,538,58,147,21,5,11,64.0,4.0,0.0,40,50.0,15.0,1.0,4.0,8.0,9.0,0.2732342007434944
mccarti01,1960,1,SLN,NL,10,10,3,2,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.2
mccormi03,1960,1,SFN,NL,40,88,4,16,4,0,0,3.0,0.0,0.0,2,35.0,0.0,0.0,5.0,0.0,1.0,0.18181818181818182
mccovwi01,1960,1,SFN,NL,101,260,37,62,15,3,13,51.0,1.0,1.0,45,53.0,4.0,0.0,0.0,2.0,3.0,0.23846153846153847
mcdanli01,1960,1,SLN,NL,65,26,0,6,1,0,0,0.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,1.0,0.23076923076923078
mclisca01,1960,1,CIN,NL,37,41,1,2,0,0,0,1.0,0.0,0.0,1,14.0,0.0,0.0,1.0,1.0,1.0,0.04878048780487805
mcmahdo02,1960,1,ML1,NL,48,11,0,0,0,0,0,1.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
mcmilro01,1960,1,CIN,NL,124,399,42,94,12,2,10,42.0,2.0,0.0,35,40.0,5.0,4.0,6.0,4.0,10.0,0.23558897243107768
millebo04,1960,1,SLN,NL,17,14,1,2,0,0,0,1.0,0.0,0.0,0,6.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285
millest01,1960,1,SFN,NL,47,25,1,5,0,0,0,0.0,0.0,0.0,2,8.0,0.0,0.0,3.0,0.0,0.0,0.2
musiast01,1960,1,SLN,NL,116,331,49,91,17,1,17,63.0,1.0,1.0,41,34.0,7.0,2.0,0.0,4.0,5.0,0.27492447129909364
niemabo01,1960,1,SLN,NL,81,188,19,54,13,5,4,31.0,0.0,1.0,24,31.0,1.0,2.0,0.0,1.0,5.0,0.2872340425531915
norenir01,1960,1,CHN,NL,12,11,0,1,0,0,0,1.0,0.0,0.0,3,4.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
norenir01,1960,2,LAN,NL,26,25,1,5,0,0,1,1.0,0.0,0.0,1,8.0,0.0,0.0,0.0,0.0,1.0,0.2
